#SUBMITTED ID	DOI	ISSUE	PAGES	PARENT_PUBLICATION_TITLE	PUBLICATION_TYPE	PUBMED_ID	RELATED_PUBLICATIONS	VOLUME
FBrf0048566	-	-	491--494	Journal of Experimental Biology	paper	-	-	135
FBrf0218563	10.1242/jeb.069831	13	2220--2225	Journal of Experimental Biology	paper	22675182	-	215
FBrf0226522	10.1242/jeb.106815	20	3733--3741	Journal of Experimental Biology	paper	25214494	-	217
FBrf0052437	-	-	245--254	Journal of Experimental Biology	paper	2106564	-	148
FBrf0035227	-	-	137--147	Journal of Experimental Biology	paper	6775035	-	87
FBrf0076734	-	-	1--18	Journal of Experimental Biology	review	7964407	-	195
FBrf0200906	10.1242/jeb.007591	16	2897--2904	Journal of Experimental Biology	paper	17690238	-	210
FBrf0006612	-	-	85--87	Journal of Experimental Biology	paper	20988211	-	22
FBrf0155911	10.1242/jeb.00175	5	843--855	Journal of Experimental Biology	paper	12547939	-	206
FBrf0241419	10.1242/jeb.186148	Suppl 1	jeb186148	Journal of Experimental Biology	review	30728228	-	222
FBrf0184116	10.1242/jeb.01454	Pt 5	891--898	Journal of Experimental Biology	paper	15755887	-	208
FBrf0218935	10.1242/jeb.071100	15	2601--2610	Journal of Experimental Biology	paper	22786636	-	215
FBrf0179208	10.1242/jeb.01048	15	2671--2678	Journal of Experimental Biology	paper	15201299	-	207
FBrf0187947	10.1242/jeb.01744	16	3075--3092	Journal of Experimental Biology	paper	16081606	-	208
FBrf0217847	10.1242/jeb.060699	8	1399--1411	Journal of Experimental Biology	paper	22442379	-	215
FBrf0041371	-	-	459--463	Journal of Experimental Biology	paper	-	-	108
FBrf0213469	10.1242/jeb.051904	9	1419--1427	Journal of Experimental Biology	paper	21490250	-	214
FBrf0218581	10.1242/jeb.065730	13	2181--2191	Journal of Experimental Biology	paper	22675178	-	215
FBrf0219006	10.1242/jeb.069948	16	2891--2897	Journal of Experimental Biology	paper	22837463	-	215
FBrf0193583	10.1242/jeb.02328	Pt 17	3383--3404	Journal of Experimental Biology	paper	16916974	-	209
FBrf0100681	-	2	193--209	Journal of Experimental Biology	paper	9405303	-	201
FBrf0152167	-	24	3783--3792	Journal of Experimental Biology	paper	12432002	-	205
FBrf0191098	10.1242/jeb.01957	1	32--42	Journal of Experimental Biology	paper	16354776	-	209
FBrf0151390	-	17	2555--2565	Journal of Experimental Biology	paper	12151362	-	205
FBrf0206178	10.1242/jeb.021162	21	3454--3466	Journal of Experimental Biology	paper	18931318	-	211
FBrf0202206	-	21	I--II	Journal of Experimental Biology	review	-	-	210
FBrf0167821	10.1242/jeb.00731	1	133--142	Journal of Experimental Biology	paper	14638840	-	207
FBrf0017971	-	-	567--578	Journal of Experimental Biology	paper	-	-	44
FBrf0224727	10.1242/jeb.099648	8	1346--1352	Journal of Experimental Biology	paper	24744425	-	217
FBrf0223693	10.1242/jeb.090571	1	119--128	Journal of Experimental Biology	review	24353211	-	217
